ticker,date,return
ADA,2023-02-03,0.986298635
ADA,2023-02-06,-1.131786754
ADA,2023-02-07,2.842575218
ADA,2023-02-08,-0.847095063
ADA,2023-02-09,-8.898657841
ADA,2023-02-10,-0.796529705
ADA,2023-02-13,-2.254056288
ADA,2023-02-14,7.966941408
ADA,2023-02-15,4.725428653
ADA,2023-02-16,-3.253188417
ADA,2023-02-17,3.184132844
ADA,2023-02-20,0.11844193
ADA,2023-02-21,-3.26384032
ADA,2023-02-22,-0.718376807
ADA,2023-02-23,-1.18271684
ADA,2023-02-24,-4.972508519
ADA,2023-02-27,-0.300454506
ADA,2023-02-28,-3.490844137
ADA,2023-03-01,1.858517614
ADA,2023-03-02,-2.482045165
ADA,2023-03-03,-2.194843832
ADA,2023-03-06,-2.199989942
ADA,2023-03-07,-1.308490366
ADA,2023-03-08,-2.998308222
ADA,2023-03-09,-3.516576567
ADA,2023-03-10,3.792108615
ADA,2023-03-13,5.210817239
ADA,2023-03-14,-0.577569651
ADA,2023-03-15,-6.213257153
ADA,2023-03-16,-0.092463169
ADA,2023-03-17,7.131205641
ADA,2023-03-20,-4.016436866
ADA,2023-03-21,10.43530665
ADA,2023-03-22,-3.10049248
ADA,2023-03-23,3.286682093
ADA,2023-03-24,-2.966160025
ADA,2023-03-27,-2.826777197
ADA,2023-03-28,6.363855905
ADA,2023-03-29,5.230288623
ADA,2023-03-30,-1.998268704
ADA,2023-03-31,7.295833378
ADA,2023-04-03,0.868112119
ADA,2023-04-04,2.429538942
ADA,2023-04-05,-0.324494503
ADA,2023-04-06,-2.484239101
ADA,2023-04-07,-0.456027252
ADA,2023-04-10,-0.359522639
ADA,2023-04-11,2.060659646
ADA,2023-04-12,1.156749584
ADA,2023-04-13,5.292625274
ADA,2023-04-14,2.767996088
ADA,2023-04-17,-4.328929911
ADA,2023-04-18,1.706765324
ADA,2023-04-19,-5.353280257
ADA,2023-04-20,-3.555651279
ADA,2023-04-21,-5.698093357
ADA,2023-04-24,-0.841706819
ADA,2023-04-25,2.462740347
ADA,2023-04-26,1.202028439
ADA,2023-04-27,3.60303875
ADA,2023-04-28,-1.437369667
ADA,2023-05-01,-3.201745765
ADA,2023-05-02,1.839954183
ADA,2023-05-03,0.098157502
ADA,2023-05-04,-1.492114241
ADA,2023-05-05,2.265722011
ADA,2023-05-08,-4.222829251
ADA,2023-05-09,-0.240376682
ADA,2023-05-10,1.18961629
ADA,2023-05-11,-2.132755008
ADA,2023-05-12,2.077898939
ADA,2023-05-15,-0.19849533
ADA,2023-05-16,-0.680399298
ADA,2023-05-17,2.461688724
ADA,2023-05-18,-0.037277665
ADA,2023-05-19,-1.955143573
ADA,2023-05-22,2.643253851
ADA,2023-05-23,0.372913028
ADA,2023-05-24,-1.771028945
ADA,2023-05-25,-1.771921729
ADA,2023-05-26,1.763338991
ADA,2023-05-29,0.184154277
ADA,2023-05-30,-0.563578632
ADA,2023-05-31,-0.465989651
ADA,2023-06-01,-2.361906792
ADA,2023-06-02,3.068013733
ADA,2023-06-05,-7.816476998
ADA,2023-06-06,0.720795242
ADA,2023-06-07,-9.152053739
ADA,2023-06-08,0.858180458
ADA,2023-06-09,-6.88769518
ADA,2023-06-12,0.478814806
ADA,2023-06-13,-0.779880035
ADA,2023-06-14,-4.918301606
ADA,2023-06-15,0.997980278
ADA,2023-06-16,-0.777138173
ADA,2023-06-19,-0.256675082
ADA,2023-06-20,2.086681061
ADA,2023-06-21,6.804913783
ADA,2023-06-22,2.767108447
ADA,2023-06-23,1.102094321
ADA,2023-06-26,-3.982144754
ADA,2023-06-27,3.187181344
ADA,2023-06-28,-6.78913738
ADA,2023-06-29,1.729005071
ADA,2023-06-30,4.694462474
ADA,2023-07-03,2.299893718
ADA,2023-07-04,-0.241515747
ADA,2023-07-05,-4.223232853
ADA,2023-07-06,0.419763111
ADA,2023-07-07,-0.097031402
ADA,2023-07-10,1.460282221
ADA,2023-07-11,0.774855623
ADA,2023-07-12,-1.326846832
ADA,2023-07-13,17.4360385
ADA,2023-07-14,-3.534738097
ADA,2023-07-17,-1.451742847
ADA,2023-07-18,-2.713137448
ADA,2023-07-19,6.886658986
AVAX,2022-10-26,2.094658172
AVAX,2022-10-27,0.506022965
AVAX,2022-10-28,6.206413177
AVAX,2022-10-31,5.678899888
AVAX,2022-11-01,-2.857958823
AVAX,2022-11-02,-4.859926983
AVAX,2022-11-03,1.466944586
AVAX,2022-11-04,7.151162791
AVAX,2022-11-07,-4.054739788
AVAX,2022-11-08,-12.1644342
AVAX,2022-11-09,-17.52528966
AVAX,2022-11-10,19.30419145
AVAX,2022-11-11,-9.911685702
AVAX,2022-11-14,0.077090304
AVAX,2022-11-15,3.733688703
AVAX,2022-11-16,-2.884936695
AVAX,2022-11-17,-0.597186114
AVAX,2022-11-18,-0.575389041
AVAX,2022-11-21,-3.325028275
AVAX,2022-11-22,4.317675085
AVAX,2022-11-23,4.234051199
AVAX,2022-11-24,0.803056292
AVAX,2022-11-25,-0.898754737
AVAX,2022-11-28,-5.138433017
AVAX,2022-11-29,0.481366087
AVAX,2022-11-30,4.504439874
AVAX,2022-12-01,-1.675756073
AVAX,2022-12-02,5.275079902
AVAX,2022-12-05,-1.60201139
AVAX,2022-12-06,-0.519870695
AVAX,2022-12-07,-2.070364257
AVAX,2022-12-08,1.291761149
AVAX,2022-12-09,0.145512615
AVAX,2022-12-12,-1.066916452
AVAX,2022-12-13,5.661524724
AVAX,2022-12-14,0.029868796
AVAX,2022-12-15,-4.429457861
AVAX,2022-12-16,-8.545562617
AVAX,2022-12-19,-5.043749371
AVAX,2022-12-20,5.4784727
AVAX,2022-12-21,-2.50951843
AVAX,2022-12-22,1.351003382
AVAX,2022-12-23,-0.501355014
AVAX,2022-12-26,-0.433171502
AVAX,2022-12-27,0.067196775
AVAX,2022-12-28,-3.88704748
AVAX,2022-12-29,-2.409530634
AVAX,2022-12-30,-0.771913722
AVAX,2023-01-02,2.178925419
AVAX,2023-01-03,2.035367202
AVAX,2023-01-04,5.727023622
AVAX,2023-01-05,-1.979216147
AVAX,2023-01-06,-0.012752716
AVAX,2023-01-09,1.978720211
AVAX,2023-01-10,4.185643382
AVAX,2023-01-11,22.1067667
AVAX,2023-01-12,-1.781008574
AVAX,2023-01-13,4.056538952
AVAX,2023-01-16,-1.327420564
AVAX,2023-01-17,2.463151469
AVAX,2023-01-18,-6.089861522
AVAX,2023-01-19,0.18782029
AVAX,2023-01-20,7.596186078
AVAX,2023-01-23,4.270655847
AVAX,2023-01-24,-5.164821164
AVAX,2023-01-25,2.876668322
AVAX,2023-01-26,2.716175552
AVAX,2023-01-27,12.30584698
AVAX,2023-01-30,-5.945038607
AVAX,2023-01-31,1.531762138
AVAX,2023-02-01,4.467200354
AVAX,2023-02-02,2.99500512
AVAX,2023-02-03,-0.338867548
AVAX,2023-02-06,-1.159692993
AVAX,2023-02-07,3.760871308
AVAX,2023-02-08,-3.330999686
AVAX,2023-02-09,-11.4875934
AVAX,2023-02-10,-0.220070423
AVAX,2023-02-13,-2.426242018
AVAX,2023-02-14,4.069720634
AVAX,2023-02-15,8.656635594
AVAX,2023-02-16,-4.970580308
AVAX,2023-02-17,4.418210133
AVAX,2023-02-20,4.293937145
AVAX,2023-02-21,0.35094804
AVAX,2023-02-22,-2.892621372
AVAX,2023-02-23,-3.145041934
AVAX,2023-02-24,-7.043932255
AVAX,2023-02-27,-2.128622941
AVAX,2023-02-28,-4.334230724
AVAX,2023-03-01,2.849102445
AVAX,2023-03-02,-1.136962322
AVAX,2023-03-03,-4.987508309
AVAX,2023-03-06,1.582593928
AVAX,2023-03-07,-2.845720516
AVAX,2023-03-08,-5.674223153
AVAX,2023-03-09,-5.735965788
AVAX,2023-03-10,4.568307237
AVAX,2023-03-13,2.685474279
AVAX,2023-03-14,3.464668585
AVAX,2023-03-15,-9.125258014
AVAX,2023-03-16,1.630392937
AVAX,2023-03-17,9.675301308
AVAX,2023-03-20,-4.921149886
AVAX,2023-03-21,3.466201421
AVAX,2023-03-22,-3.667825229
AVAX,2023-03-23,4.289737376
AVAX,2023-03-24,-2.90527734
AVAX,2023-03-27,-3.240457836
AVAX,2023-03-28,1.146486759
AVAX,2023-03-29,3.883168733
AVAX,2023-03-30,-0.280293354
AVAX,2023-03-31,2.716345597
AVAX,2023-04-03,-1.414368873
AVAX,2023-04-04,3.428584885
AVAX,2023-04-05,2.148670955
AVAX,2023-04-06,0.221770262
AVAX,2023-04-07,-2.242262166
AVAX,2023-04-10,1.123117019
AVAX,2023-04-11,2.348746456
AVAX,2023-04-12,-0.129472564
AVAX,2023-04-13,3.646960592
AVAX,2023-04-14,0.676803706
AVAX,2023-04-17,0.33375785
AVAX,2023-04-18,2.87565107
AVAX,2023-04-19,-8.901558127
AVAX,2023-04-20,-4.404637116
AVAX,2023-04-21,-8.92203802
AVAX,2023-04-24,1.434922233
AVAX,2023-04-25,4.511438073
AVAX,2023-04-26,-2.874404463
AVAX,2023-04-27,3.668208664
AVAX,2023-04-28,-1.697360223
AVAX,2023-05-01,-3.345969139
AVAX,2023-05-02,1.479761554
AVAX,2023-05-03,1.980996189
AVAX,2023-05-04,-1.966927257
AVAX,2023-05-05,3.02203829
AVAX,2023-05-08,-7.702508831
AVAX,2023-05-09,-0.237075159
AVAX,2023-05-10,1.441542883
AVAX,2023-05-11,-3.229969991
AVAX,2023-05-12,1.114371457
AVAX,2023-05-15,1.545133098
AVAX,2023-05-16,-2.05773754
AVAX,2023-05-17,2.070783638
AVAX,2023-05-18,-2.95870821
AVAX,2023-05-19,-0.349453809
AVAX,2023-05-22,2.784509551
AVAX,2023-05-23,-0.319354225
AVAX,2023-05-24,-3.48461507
AVAX,2023-05-25,-0.706264567
AVAX,2023-05-26,2.09118714
AVAX,2023-05-29,-2.360095513
AVAX,2023-05-30,0.494651665
AVAX,2023-05-31,-3.059465869
AVAX,2023-06-01,0.512729341
AVAX,2023-06-02,2.225115147
AVAX,2023-06-05,-6.207525502
AVAX,2023-06-06,5.18578806
AVAX,2023-06-07,-4.332345026
AVAX,2023-06-08,-0.062985814
AVAX,2023-06-09,-0.809304857
AVAX,2023-06-12,-0.825835503
AVAX,2023-06-13,1.713949015
AVAX,2023-06-14,-3.265351326
AVAX,2023-06-15,1.357980115
AVAX,2023-06-16,0.099919196
AVAX,2023-06-19,-0.08949488
AVAX,2023-06-20,5.543114577
AVAX,2023-06-21,6.841233785
AVAX,2023-06-22,-1.151824306
AVAX,2023-06-23,4.609772623
AVAX,2023-06-26,-3.403841298
AVAX,2023-06-27,1.749975011
AVAX,2023-06-28,-6.451052254
AVAX,2023-06-29,2.334448052
AVAX,2023-06-30,2.502210154
AVAX,2023-07-03,1.159544771
AVAX,2023-07-04,-0.65121145
AVAX,2023-07-05,-3.607810819
AVAX,2023-07-06,-0.580267731
AVAX,2023-07-07,1.213491735
AVAX,2023-07-10,-1.873543166
AVAX,2023-07-11,-1.079405393
AVAX,2023-07-12,-2.171795356
AVAX,2023-07-13,6.72023713
AVAX,2023-07-14,4.352102998
AVAX,2023-07-17,-0.719509236
AVAX,2023-07-18,-3.838661705
AVAX,2023-07-19,1.890669358
BCH,2022-10-26,1.504399659
BCH,2022-10-27,-1.420057327
BCH,2022-10-28,2.141711064
BCH,2022-10-31,-0.888616912
BCH,2022-11-01,-0.002608877
BCH,2022-11-02,-1.996712729
BCH,2022-11-03,2.579574596
BCH,2022-11-04,7.102076125
BCH,2022-11-07,-2.423228182
BCH,2022-11-08,-12.35529182
BCH,2022-11-09,-12.2599456
BCH,2022-11-10,15.9088983
BCH,2022-11-11,-1.364222355
BCH,2022-11-14,2.58186901
BCH,2022-11-15,1.119264984
BCH,2022-11-16,0.201162701
BCH,2022-11-17,-0.082608904
BCH,2022-11-18,0.154779415
BCH,2022-11-21,-1.78058258
BCH,2022-11-22,5.144056923
BCH,2022-11-23,5.922269063
BCH,2022-11-24,1.158203432
BCH,2022-11-25,-1.781692997
BCH,2022-11-28,-2.804614786
BCH,2022-11-29,1.366309236
BCH,2022-11-30,1.837300982
BCH,2022-12-01,-2.467263348
BCH,2022-12-02,1.084922292
BCH,2022-12-05,-0.369096931
BCH,2022-12-06,0.721001431
BCH,2022-12-07,-1.976654256
BCH,2022-12-08,2.943119266
BCH,2022-12-09,-2.49982176
BCH,2022-12-12,-0.29196121
BCH,2022-12-13,3.167310046
BCH,2022-12-14,-0.516545896
BCH,2022-12-15,-1.73106561
BCH,2022-12-16,-6.078173281
BCH,2022-12-19,-3.437918856
BCH,2022-12-20,3.348564828
BCH,2022-12-21,-1.861691698
BCH,2022-12-22,0.976974177
BCH,2022-12-23,0.798353828
BCH,2022-12-26,1.871655109
BCH,2022-12-27,-1.18373649
BCH,2022-12-28,-2.863011006
BCH,2022-12-29,-0.902104878
BCH,2022-12-30,-1.84064299
BCH,2023-01-02,2.595336303
BCH,2023-01-03,0.09359131
BCH,2023-01-04,1.735148983
BCH,2023-01-05,-0.120568848
BCH,2023-01-06,0.102904072
BCH,2023-01-09,4.397200452
BCH,2023-01-10,-0.031746328
BCH,2023-01-11,1.125484519
BCH,2023-01-12,10.65946245
BCH,2023-01-13,3.255126825
BCH,2023-01-16,-1.222934405
BCH,2023-01-17,-0.718309632
BCH,2023-01-18,-1.965661887
BCH,2023-01-19,0.581289285
BCH,2023-01-20,4.639103013
BCH,2023-01-23,3.732888979
BCH,2023-01-24,-3.540009008
BCH,2023-01-25,2.036512482
BCH,2023-01-26,2.356601917
BCH,2023-01-27,-0.268234347
BCH,2023-01-30,-5.042139657
BCH,2023-01-31,2.773479897
BCH,2023-02-01,2.243993049
BCH,2023-02-02,0.087174378
BCH,2023-02-03,0.866592987
BCH,2023-02-06,-0.987854371
BCH,2023-02-07,1.880560039
BCH,2023-02-08,-3.167784246
BCH,2023-02-09,-2.281391969
BCH,2023-02-10,-3.343898203
BCH,2023-02-13,-0.280816804
BCH,2023-02-14,2.836423421
BCH,2023-02-15,5.993620945
BCH,2023-02-16,-2.971834772
BCH,2023-02-17,2.51569907
BCH,2023-02-20,5.252140818
BCH,2023-02-21,1.056284161
BCH,2023-02-22,-2.769654223
BCH,2023-02-23,-2.2512385
BCH,2023-02-24,-4.286159037
BCH,2023-02-27,-0.782935973
BCH,2023-02-28,-2.08153933
BCH,2023-03-01,1.359321931
BCH,2023-03-02,-1.471237201
BCH,2023-03-03,-4.661808244
BCH,2023-03-06,-0.016879129
BCH,2023-03-07,-2.491297742
BCH,2023-03-08,-4.451168236
BCH,2023-03-09,-5.681004357
BCH,2023-03-10,2.088536378
BCH,2023-03-13,5.799133739
BCH,2023-03-14,3.169237767
BCH,2023-03-15,-6.066226777
BCH,2023-03-16,1.991615952
BCH,2023-03-17,7.095985845
BCH,2023-03-20,-3.157019809
BCH,2023-03-21,2.041637868
BCH,2023-03-22,-6.373793237
BCH,2023-03-23,2.005024486
BCH,2023-03-24,-3.771452621
BCH,2023-03-27,-3.38950254
BCH,2023-03-28,0.459833425
BCH,2023-03-29,2.42986617
BCH,2023-03-30,-2.172714149
BCH,2023-03-31,2.704293543
BCH,2023-04-03,3.024437257
BCH,2023-04-04,1.019510223
BCH,2023-04-05,-0.375907397
BCH,2023-04-06,-0.868085643
BCH,2023-04-07,-1.392199867
BCH,2023-04-10,0.970688393
BCH,2023-04-11,1.672130114
BCH,2023-04-12,0.213135337
BCH,2023-04-13,1.256757488
BCH,2023-04-14,1.209843729
BCH,2023-04-17,-2.85182889
BCH,2023-04-18,1.196553925
BCH,2023-04-19,-5.144779021
BCH,2023-04-20,-2.967946181
BCH,2023-04-21,-2.906199021
BCH,2023-04-24,-0.070454431
BCH,2023-04-25,0.660556311
BCH,2023-04-26,-1.993679594
BCH,2023-04-27,-0.16760537
BCH,2023-04-28,0.553941078
BCH,2023-05-01,-2.218427163
BCH,2023-05-02,2.531166384
BCH,2023-05-03,0.636050112
BCH,2023-05-04,-2.325503831
BCH,2023-05-05,2.362090454
BCH,2023-05-08,-5.091586995
BCH,2023-05-09,9.404058243
BCH,2023-05-10,-4.95548546
BCH,2023-05-11,-1.898547711
BCH,2023-05-12,1.659703391
BCH,2023-05-15,2.363878748
BCH,2023-05-16,-0.446025774
BCH,2023-05-17,0.684861232
BCH,2023-05-18,-2.303857879
BCH,2023-05-19,0.598890878
BCH,2023-05-22,0.426817027
BCH,2023-05-23,0.476281528
BCH,2023-05-24,-2.865768213
BCH,2023-05-25,-0.347305709
BCH,2023-05-26,1.26895615
BCH,2023-05-29,0.006967063
BCH,2023-05-30,-0.164585402
BCH,2023-05-31,-1.76806664
BCH,2023-06-01,0.546093875
BCH,2023-06-02,1.322052758
BCH,2023-06-05,-6.874103593
BCH,2023-06-06,4.149105899
BCH,2023-06-07,-2.585626749
BCH,2023-06-08,1.279860379
BCH,2023-06-09,-0.395799677
BCH,2023-06-12,-0.522117195
BCH,2023-06-13,2.616483259
BCH,2023-06-14,-3.03747647
BCH,2023-06-15,2.766910806
BCH,2023-06-16,2.864148531
BCH,2023-06-19,-0.205487164
BCH,2023-06-20,2.246208524
BCH,2023-06-21,23.32131757
BCH,2023-06-22,0.761332369
BCH,2023-06-23,30.24983719
BCH,2023-06-26,14.93830225
BCH,2023-06-27,4.362263608
BCH,2023-06-28,-1.91599624
BCH,2023-06-29,7.898091412
BCH,2023-06-30,25.79949973
BCH,2023-07-03,-3.787522252
BCH,2023-07-04,-1.545087197
BCH,2023-07-05,-5.299160069
BCH,2023-07-06,8.603949179
BCH,2023-07-07,-2.571462576
BCH,2023-07-10,4.808593089
BCH,2023-07-11,-1.494385733
BCH,2023-07-12,1.555684315
BCH,2023-07-13,-1.748229164
BCH,2023-07-14,-4.850808955
BCH,2023-07-17,-3.711166355
BCH,2023-07-18,0.704239828
BCH,2023-07-19,-0.349453367
BNB,2022-10-26,0.796196068
BNB,2022-10-27,-1.057350206
BNB,2022-10-28,3.816306672
BNB,2022-10-31,5.126383368
BNB,2022-11-01,-1.038723819
BNB,2022-11-02,-1.595666138
BNB,2022-11-03,3.944904511
BNB,2022-11-04,5.963308271
BNB,2022-11-07,-4.692888487
BNB,2022-11-08,-4.896615976
BNB,2022-11-09,-13.62629445
BNB,2022-11-10,12.27211362
BNB,2022-11-11,-5.644409685
BNB,2022-11-14,-0.335610561
BNB,2022-11-15,0.013803826
BNB,2022-11-16,-1.370748645
BNB,2022-11-17,-1.200147303
BNB,2022-11-18,1.749965523
BNB,2022-11-21,-3.904530665
BNB,2022-11-22,4.920119988
BNB,2022-11-23,11.23396262
BNB,2022-11-24,1.441516903
BNB,2022-11-25,-0.138507383
BNB,2022-11-28,-6.69750302
BNB,2022-11-29,1.469477842
BNB,2022-11-30,1.25324085
BNB,2022-12-01,-2.658357498
BNB,2022-12-02,-0.273300583
BNB,2022-12-05,-1.071983908
BNB,2022-12-06,0.238718139
BNB,2022-12-07,-1.659432179
BNB,2022-12-08,1.978176698
BNB,2022-12-09,-1.280891896
BNB,2022-12-12,-3.083399585
BNB,2022-12-13,-1.839371217
BNB,2022-12-14,-1.404826329
BNB,2022-12-15,-3.94594857
BNB,2022-12-16,-10.46759779
BNB,2022-12-19,-4.392336994
BNB,2022-12-20,4.459654119
BNB,2022-12-21,-1.752819736
BNB,2022-12-22,-0.386999416
BNB,2022-12-23,0.169817314
BNB,2022-12-26,-0.089385751
BNB,2022-12-27,1.464846568
BNB,2022-12-28,-1.111725124
BNB,2022-12-29,0.913842411
BNB,2022-12-30,-0.250415323
BNB,2023-01-02,0.570599416
BNB,2023-01-03,-0.112578287
BNB,2023-01-04,4.854459788
BNB,2023-01-05,-0.347296327
BNB,2023-01-06,1.133133445
BNB,2023-01-09,0.562982261
BNB,2023-01-10,1.296025935
BNB,2023-01-11,1.241154606
BNB,2023-01-12,2.408705735
BNB,2023-01-13,2.09040296
BNB,2023-01-16,-1.017873892
BNB,2023-01-17,0.341668168
BNB,2023-01-18,-3.439962757
BNB,2023-01-19,1.206329528
BNB,2023-01-20,3.187268619
BNB,2023-01-23,1.354505072
BNB,2023-01-24,-1.157823815
BNB,2023-01-25,0.941741726
BNB,2023-01-26,-0.173085244
BNB,2023-01-27,0.91716909
BNB,2023-01-30,-3.770637126
BNB,2023-01-31,2.125630061
BNB,2023-02-01,1.436531597
BNB,2023-02-02,3.010226445
BNB,2023-02-03,1.212557207
BNB,2023-02-06,-0.508559275
BNB,2023-02-07,1.840661781
BNB,2023-02-08,-1.502753193
BNB,2023-02-09,-7.144165654
BNB,2023-02-10,0.367938394
BNB,2023-02-13,-7.802815654
BNB,2023-02-14,1.563330669
BNB,2023-02-15,6.768316364
BNB,2023-02-16,-2.704985181
BNB,2023-02-17,1.926496643
BNB,2023-02-20,0.205386033
BNB,2023-02-21,-0.815716326
BNB,2023-02-22,-0.113449011
BNB,2023-02-23,-0.694980695
BNB,2023-02-24,-2.443947641
BNB,2023-02-27,-1.200380126
BNB,2023-02-28,-0.612898778
BNB,2023-03-01,-0.235176762
BNB,2023-03-02,-0.599922527
BNB,2023-03-03,-3.666225889
BNB,2023-03-06,-0.432132082
BNB,2023-03-07,-0.068454356
BNB,2023-03-08,-0.105359788
BNB,2023-03-09,-3.849166153
BNB,2023-03-10,0.635713639
BNB,2023-03-13,8.047697277
BNB,2023-03-14,-0.01932778
BNB,2023-03-15,-1.124449857
BNB,2023-03-16,8.09100507
BNB,2023-03-17,1.746082469
BNB,2023-03-20,-0.58876198
BNB,2023-03-21,-0.313160132
BNB,2023-03-22,-4.157577199
BNB,2023-03-23,2.016242817
BNB,2023-03-24,-2.105275957
BNB,2023-03-27,-5.804375019
BNB,2023-03-28,1.450063969
BNB,2023-03-29,0.363320584
BNB,2023-03-30,0.836302329
BNB,2023-03-31,-0.102842685
BNB,2023-04-03,-2.292376212
BNB,2023-04-04,1.810548069
BNB,2023-04-05,1.046069451
BNB,2023-04-06,-0.725971273
BNB,2023-04-07,-0.470337369
BNB,2023-04-10,0.303157248
BNB,2023-04-11,3.55930204
BNB,2023-04-12,-1.438022788
BNB,2023-04-13,1.487427768
BNB,2023-04-14,1.24987689
BNB,2023-04-17,-2.75702994
BNB,2023-04-18,0.782224838
BNB,2023-04-19,-5.133184215
BNB,2023-04-20,-2.078927847
BNB,2023-04-21,0.452652259
BNB,2023-04-24,0.482536486
BNB,2023-04-25,1.832439399
BNB,2023-04-26,-1.85904238
BNB,2023-04-27,0.937464135
BNB,2023-04-28,-2.980162173
BNB,2023-05-01,-2.811605008
BNB,2023-05-02,-1.915741471
BNB,2023-05-03,1.175992253
BNB,2023-05-04,-0.726720555
BNB,2023-05-05,1.013855928
BNB,2023-05-08,-3.321499917
BNB,2023-05-09,-0.199912358
BNB,2023-05-10,0.599335923
BNB,2023-05-11,-2.126595345
BNB,2023-05-12,0.208003073
BNB,2023-05-15,0.826382577
BNB,2023-05-16,-0.784888351
BNB,2023-05-17,0.636024478
BNB,2023-05-18,-0.913392057
BNB,2023-05-19,-0.721865904
BNB,2023-05-22,0.990863593
BNB,2023-05-23,1.104712126
BNB,2023-05-24,-2.510458916
BNB,2023-05-25,-0.233386361
BNB,2023-05-26,0.870110142
BNB,2023-05-29,-0.089545916
BNB,2023-05-30,0.394804894
BNB,2023-05-31,-2.231202923
BNB,2023-06-01,0.012109351
BNB,2023-06-02,0.619792792
BNB,2023-06-05,-10.14264318
BNB,2023-06-06,2.911398854
BNB,2023-06-07,-8.965917208
BNB,2023-06-08,2.182746244
BNB,2023-06-09,-0.417796059
BNB,2023-06-12,-2.565561301
BNB,2023-06-13,4.524045344
BNB,2023-06-14,-1.692397453
BNB,2023-06-15,-0.326628195
BNB,2023-06-16,0.733943404
BNB,2023-06-19,-0.275145593
BNB,2023-06-20,0.351376431
BNB,2023-06-21,1.966489539
BNB,2023-06-22,-1.999500226
BNB,2023-06-23,0.572072498
BNB,2023-06-26,-1.482082227
BNB,2023-06-27,1.959487991
BNB,2023-06-28,-3.491003711
BNB,2023-06-29,1.15692377
BNB,2023-06-30,2.978570235
BNB,2023-07-03,0.73109538
BNB,2023-07-04,-1.966706696
BNB,2023-07-05,-1.491010629
BNB,2023-07-06,-1.866955845
BNB,2023-07-07,0.317861242
BNB,2023-07-10,4.49445398
BNB,2023-07-11,1.32952535
BNB,2023-07-12,-1.616915924
BNB,2023-07-13,3.773059063
BNB,2023-07-14,-2.755935055
BNB,2023-07-17,-0.110742424
BNB,2023-07-18,-1.713296869
BNB,2023-07-19,0.643072095
BTC,2022-10-26,2.524908077
BTC,2022-10-27,-1.629766742
BTC,2022-10-28,0.943784547
BTC,2022-10-31,-0.545383906
BTC,2022-11-01,-0.012696118
BTC,2022-11-02,-1.797705618
BTC,2022-11-03,0.435150189
BTC,2022-11-04,4.871382239
BTC,2022-11-07,-3.200522225
BTC,2022-11-08,-9.526625195
BTC,2022-11-09,-13.02351708
BTC,2022-11-10,11.08302801
BTC,2022-11-11,-5.24662198
BTC,2022-11-14,-0.165102961
BTC,2022-11-15,2.885231496
BTC,2022-11-16,-1.22125542
BTC,2022-11-17,0.260601184
BTC,2022-11-18,-0.300649211
BTC,2022-11-21,-3.392226148
BTC,2022-11-22,2.828790433
BTC,2022-11-23,2.035236186
BTC,2022-11-24,0.626280753
BTC,2022-11-25,-0.469347793
